Year,State,Obesity_Rate,Education_Level
2020,New York,37.2,College graduate
2020,New York,29.6,High school graduate
2020,New York,37.6,High school graduate
2020,New York,32.4,Less than high school
2020,New York,28.5,Some college or technical school
2020,Ohio,30.5,Less than high school
2020,Ohio,33.4,College graduate
2020,Ohio,34.0,College graduate
2020,Ohio,37.1,Some college or technical school
2020,Ohio,37.5,Less than high school
2020,Ohio,34.2,Some college or technical school
2020,Ohio,33.3,High school graduate
2020,Ohio,35.1,High school graduate
2020,Oklahoma,39.0,High school graduate
2020,Oklahoma,36.2,College graduate
2020,Oklahoma,32.7,College graduate
2020,Oklahoma,35.4,Less than high school
2020,Oklahoma,33.2,Some college or technical school
2020,Oklahoma,30.2,Less than high school
2020,Oklahoma,31.2,High school graduate
2020,Oklahoma,36.9,Some college or technical school
2020,Oregon,34.6,Some college or technical school
2020,Oregon,36.8,High school graduate
2020,Oregon,29.4,Some college or technical school
2020,Oregon,38.6,College graduate
2020,Oregon,29.8,High school graduate
2020,Oregon,23.5,College graduate
2020,Oregon,33.1,Less than high school
2020,Oregon,32.8,Less than high school
2020,Pennsylvania,32.2,Less than high school
2020,Pennsylvania,34.1,High school graduate
2020,Pennsylvania,36.6,Some college or technical school
2020,Pennsylvania,32.6,Some college or technical school
2020,Pennsylvania,25.5,College graduate
2020,Pennsylvania,37.8,College graduate
2020,Pennsylvania,38.8,Less than high school
2020,Pennsylvania,33.5,High school graduate
2020,Puerto Rico,36.5,Some college or technical school
2020,Puerto Rico,30.3,College graduate
2020,Puerto Rico,38.4,College graduate
2020,Puerto Rico,33.6,High school graduate
2020,Puerto Rico,31.7,Some college or technical school
2020,Puerto Rico,35.6,Less than high school
2020,Puerto Rico,31.2,Less than high school
2020,Puerto Rico,32.6,High school graduate
2020,Rhode Island,35.7,College graduate
2020,Rhode Island,24.4,College graduate
2020,Rhode Island,33.9,High school graduate
2020,Rhode Island,33.8,Some college or technical school
2020,Rhode Island,33.2,Less than high school
2020,Rhode Island,33.4,Less than high school
2020,Rhode Island,34.0,Some college or technical school
2020,Rhode Island,31.9,High school graduate
2020,South Carolina,38.1,Less than high school
2020,South Carolina,33.6,College graduate
2020,South Carolina,33.1,Less than high school
2020,South Carolina,37.0,High school graduate
2020,South Carolina,33.8,Some college or technical school
2020,South Carolina,32.7,College graduate
2020,South Carolina,32.6,High school graduate
2020,South Carolina,37.7,Some college or technical school
2020,South Dakota,35.5,High school graduate
2020,South Dakota,29.0,Less than high school
2020,South Dakota,37.0,College graduate
2020,South Dakota,38.4,Some college or technical school
2020,South Dakota,29.6,College graduate
2020,South Dakota,31.9,High school graduate
2020,South Dakota,42.1,Less than high school
2020,South Dakota,35.1,Some college or technical school
2020,Tennessee,36.4,Some college or technical school
2020,Tennessee,34.8,High school graduate
2020,Tennessee,35.4,College graduate
2020,Tennessee,37.4,High school graduate
2020,Tennessee,30.5,College graduate
2020,Tennessee,34.1,Some college or technical school
2020,Tennessee,39.5,Less than high school
2020,Tennessee,31.6,Less than high school
2020,Texas,38.0,Some college or technical school
2020,Texas,26.8,College graduate
2020,Texas,38.0,College graduate
2020,Texas,34.9,High school graduate
2020,Texas,44.5,Less than high school
2020,Texas,31.3,Less than high school
2020,Texas,37.0,High school graduate
2020,Texas,32.5,Some college or technical school
2020,National,36.6,College graduate
2020,National,33.6,Less than high school
2020,National,34.2,Some college or technical school
2020,National,34.2,High school graduate
2020,National,38.8,Less than high school
2020,National,25.0,College graduate
2020,National,34.0,High school graduate
2020,National,34.1,Some college or technical school
2020,Utah,32.9,Less than high school
2020,Utah,33.0,Some college or technical school
2020,Utah,24.9,College graduate
2020,Utah,28.7,High school graduate
2020,Utah,29.5,Less than high school
2020,Utah,33.3,High school graduate
2020,Utah,36.6,College graduate
2020,Utah,30.4,Some college or technical school
2020,Virginia,35.3,Some college or technical school
2020,Virginia,37.5,College graduate
2020,Virginia,34.6,High school graduate
2020,Virginia,32.8,Less than high school
2020,Virginia,35.5,High school graduate
2020,Virginia,37.1,Less than high school
2020,Virginia,33.5,Some college or technical school
2020,Virginia,26.0,College graduate
2020,Vermont,36.8,College graduate
2020,Vermont,34.4,Less than high school
2020,Vermont,34.8,High school graduate
2020,Vermont,26.7,Some college or technical school
2020,Vermont,32.4,High school graduate
2020,Vermont,34.0,Less than high school
2020,Vermont,35.5,Some college or technical school
2020,Washington,37.1,College graduate
2020,Washington,35.7,Some college or technical school
2020,Washington,35.1,High school graduate
2020,Washington,31.4,Less than high school
2020,Washington,35.3,Less than high school
2020,Washington,31.9,High school graduate
2020,Washington,31.7,Some college or technical school
2020,Wisconsin,38.5,High school graduate
2020,Wisconsin,33.7,High school graduate
2020,Wisconsin,38.0,College graduate
2020,Wisconsin,34.3,Some college or technical school
2020,Wisconsin,31.3,Less than high school
2020,Wisconsin,26.4,College graduate
2020,Wisconsin,38.3,Less than high school
2020,Wisconsin,33.5,Some college or technical school
2020,West Virginia,34.3,College graduate
2020,West Virginia,37.2,Less than high school
2020,West Virginia,32.6,Some college or technical school
2020,West Virginia,34.9,College graduate
2020,West Virginia,40.8,Some college or technical school
2020,West Virginia,31.7,Less than high school
2020,West Virginia,30.4,High school graduate
2020,West Virginia,40.7,High school graduate
2020,Wyoming,31.7,Less than high school
2020,Wyoming,36.7,Less than high school
2020,Wyoming,33.5,Some college or technical school
2020,Wyoming,35.7,High school graduate
2020,Wyoming,30.9,High school graduate
2020,Wyoming,36.4,Some college or technical school
2020,Wyoming,39.6,College graduate
2020,Wyoming,24.4,College graduate
2021,Alaska,35.2,Some college or technical school
2021,Alaska,31.5,Less than high school
2021,Alaska,31.9,High school graduate
2021,Alaska,35.5,High school graduate
2021,Alaska,26.4,Less than high school
2021,Alaska,35.9,College graduate
2021,Alaska,37.1,Some college or technical school
2021,Alaska,28.5,College graduate
2021,Alabama,33.1,Less than high school
2021,Alabama,31.6,Some college or technical school
2021,Alabama,34.2,College graduate
2021,Alabama,30.1,High school graduate
2021,Alabama,34.3,College graduate
2021,Alabama,40.5,Less than high school
2021,Alabama,41.1,High school graduate
2021,Alabama,42.6,Some college or technical school
2021,Arkansas,28.8,High school graduate
2021,Arkansas,42.8,Some college or technical school
2021,Arkansas,29.9,Less than high school
2021,Arkansas,36.6,Less than high school
2021,Arkansas,39.5,High school graduate
2021,Arkansas,33.2,College graduate
2021,Arkansas,36.7,College graduate
2021,Arkansas,31.9,Some college or technical school
2021,Arizona,36.7,Some college or technical school
2021,Arizona,38.6,Less than high school
2021,Arizona,32.6,High school graduate
2021,Arizona,33.6,Some college or technical school
2021,Arizona,35.2,Less than high school
2021,Arizona,25.5,College graduate
2021,Arizona,36.8,College graduate
2021,Arizona,35.4,High school graduate
2021,California,36.0,Some college or technical school
2021,California,35.5,High school graduate
2021,California,29.7,Some college or technical school
2021,California,29.1,High school graduate
2021,California,35.2,College graduate
2021,California,38.3,Less than high school
2021,California,41.0,Less than high school
2021,Colorado,36.8,College graduate
2021,Colorado,37.1,Less than high school
2021,Colorado,27.6,Less than high school
2021,Colorado,33.5,High school graduate
2021,Colorado,28.2,High school graduate
2021,Colorado,27.8,Some college or technical school
2021,Colorado,35.0,Some college or technical school
2021,Connecticut,37.1,Less than high school
2021,Connecticut,35.5,Less than high school
2021,Connecticut,34.9,Some college or technical school
2021,Connecticut,35.4,High school graduate
2021,Connecticut,33.4,High school graduate
2021,Connecticut,36.0,College graduate
2021,Connecticut,23.5,College graduate
2021,Connecticut,33.5,Some college or technical school
2021,District of Columbia,34.2,Less than high school
2021,District of Columbia,32.2,College graduate
2021,District of Columbia,38.8,High school graduate
2021,District of Columbia,31.3,Some college or technical school
2021,District of Columbia,28.6,Less than high school
2021,District of Columbia,30.5,Some college or technical school
2021,District of Columbia,26.2,High school graduate
2021,Delaware,34.9,Some college or technical school
2021,Delaware,35.6,High school graduate
2021,Delaware,33.8,Some college or technical school
2021,Delaware,30.9,Less than high school
2021,Delaware,36.3,College graduate
2021,Delaware,31.7,College graduate
2021,Delaware,35.5,Less than high school
2021,Delaware,34.7,High school graduate
2021,Georgia,34.7,Less than high school
2021,Georgia,36.6,Less than high school
2021,Georgia,37.4,High school graduate
2021,Georgia,29.5,High school graduate
2021,Georgia,35.3,Some college or technical school
2021,Georgia,33.7,Some college or technical school
2021,Georgia,28.6,College graduate
2021,Georgia,37.9,College graduate
2021,Guam,33.8,Less than high school
2021,Guam,22.2,College graduate
2021,Guam,38.3,Some college or technical school
2021,Guam,26.8,Less than high school
2021,Guam,26.1,High school graduate
2021,Guam,31.6,Some college or technical school
2021,Guam,41.9,High school graduate
2021,Guam,37.4,College graduate
2021,Hawaii,38.1,Less than high school
2021,Hawaii,30.9,High school graduate
2021,Hawaii,25.2,Some college or technical school
2021,Hawaii,31.4,High school graduate
2021,Hawaii,36.7,Some college or technical school
2021,Hawaii,36.9,College graduate
2021,Hawaii,29.5,Less than high school
2021,Iowa,36.0,College graduate
2021,Iowa,32.7,College graduate
2021,Iowa,35.0,Some college or technical school
2021,Iowa,40.8,Less than high school
2021,Iowa,33.0,High school graduate
2021,Iowa,37.0,High school graduate
2021,Iowa,37.7,Some college or technical school
2021,Iowa,30.2,Less than high school
2021,Idaho,31.9,Less than high school
2021,Idaho,32.9,Some college or technical school
2021,Idaho,37.9,Some college or technical school
2021,Idaho,33.6,High school graduate
2021,Idaho,38.2,College graduate
2021,Idaho,28.6,Less than high school
2021,Idaho,27.0,College graduate
2021,Idaho,33.9,High school graduate
2021,Illinois,36.5,Less than high school
2021,Illinois,24.4,College graduate
2021,Illinois,36.1,High school graduate
2021,Illinois,36.2,Less than high school
2021,Illinois,30.9,High school graduate
2021,Illinois,37.6,College graduate
2021,Illinois,41.9,Some college or technical school
2021,Illinois,34.0,Some college or technical school
2021,Indiana,39.5,Less than high school
2021,Indiana,35.9,High school graduate
2021,Indiana,28.5,Less than high school
2021,Indiana,33.4,Some college or technical school
2021,Indiana,36.1,College graduate
2021,Indiana,38.7,Some college or technical school
2021,Indiana,33.0,High school graduate
2021,Indiana,32.6,College graduate
2021,Kansas,38.3,High school graduate
2021,Kansas,34.6,Some college or technical school
2021,Kansas,32.7,High school graduate
2021,Kansas,27.8,Less than high school
2021,Kansas,37.8,College graduate
2021,Kansas,38.8,Some college or technical school
2021,Kansas,30.1,College graduate
2021,Kansas,39.5,Less than high school
2021,Kentucky,44.0,Some college or technical school
2021,Kentucky,22.9,Less than high school
2021,Kentucky,31.5,High school graduate
2021,Kentucky,41.7,High school graduate
2021,Kentucky,39.7,College graduate
2021,Kentucky,44.3,Less than high school
2021,Kentucky,30.3,Some college or technical school
2021,Kentucky,31.4,College graduate
2021,Louisiana,27.7,Less than high school
2021,Louisiana,35.0,College graduate
2021,Louisiana,40.5,High school graduate
2021,Louisiana,31.4,High school graduate
2021,Louisiana,41.8,Less than high school
2021,Louisiana,38.3,Some college or technical school
2021,Louisiana,34.4,College graduate
2021,Louisiana,33.7,Some college or technical school
2021,Massachusetts,32.1,High school graduate
2021,Massachusetts,30.1,Some college or technical school
2021,Massachusetts,33.9,Some college or technical school
2021,Massachusetts,35.7,College graduate
2021,Massachusetts,35.1,Less than high school
2021,Massachusetts,30.6,Less than high school
2021,Maryland,38.4,High school graduate
2021,Maryland,39.4,Less than high school
2021,Maryland,36.2,Less than high school
2021,Maryland,31.6,High school graduate
2021,Maryland,27.3,College graduate
2021,Maryland,36.7,College graduate
2021,Maryland,31.3,Some college or technical school
2021,Maryland,38.9,Some college or technical school
2021,Maine,31.7,Less than high school
2021,Maine,38.1,Less than high school
2021,Maine,35.1,Some college or technical school
2021,Maine,31.4,Some college or technical school
2021,Maine,35.5,High school graduate
2021,Maine,25.6,College graduate
2021,Maine,35.6,College graduate
2021,Maine,33.1,High school graduate
2021,Michigan,34.8,High school graduate
2021,Michigan,30.1,College graduate
2021,Michigan,31.4,Less than high school
2021,Michigan,33.9,High school graduate
2021,Michigan,35.6,Less than high school
2021,Michigan,37.9,Some college or technical school
2021,Michigan,35.8,College graduate
2021,Michigan,33.2,Some college or technical school
2021,Minnesota,27.4,College graduate
2021,Minnesota,35.2,High school graduate
2021,Minnesota,30.5,Less than high school
2021,Minnesota,33.1,High school graduate
2021,Minnesota,32.5,Some college or technical school
2021,Minnesota,36.1,Some college or technical school
2021,Minnesota,35.9,Less than high school
2021,Minnesota,37.5,College graduate
2021,Missouri,31.2,Some college or technical school
2021,Missouri,32.1,High school graduate
2021,Missouri,39.3,High school graduate
2021,Missouri,30.5,College graduate
2021,Missouri,40.5,Some college or technical school
2021,Missouri,39.3,Less than high school
2021,Missouri,29.5,Less than high school
2021,Missouri,33.5,College graduate
2021,Mississippi,33.3,Some college or technical school
2021,Mississippi,33.3,High school graduate
2021,Mississippi,40.5,Some college or technical school
2021,Mississippi,30.4,Less than high school
2021,Mississippi,36.7,College graduate
2021,Mississippi,38.1,College graduate
2021,Mississippi,39.6,Less than high school
2021,Mississippi,38.1,High school graduate
2021,Montana,30.8,Less than high school
2021,Montana,33.1,Less than high school
2021,Montana,25.1,College graduate
2021,Montana,35.4,High school graduate
2021,Montana,34.6,Some college or technical school
2021,Montana,33.4,High school graduate
2021,Montana,37.8,College graduate
2021,Montana,34.3,Some college or technical school
2021,North Carolina,44.1,Less than high school
2021,North Carolina,35.5,College graduate
2021,North Carolina,23.1,Less than high school
2021,North Carolina,29.5,College graduate
2021,North Carolina,36.5,Some college or technical school
2021,North Carolina,33.2,High school graduate
2021,North Carolina,32.8,Some college or technical school
2021,North Carolina,39.0,High school graduate
2021,North Dakota,31.6,College graduate
2021,North Dakota,33.9,High school graduate
2021,North Dakota,35.0,High school graduate
2021,North Dakota,33.4,Some college or technical school
2021,North Dakota,37.5,Some college or technical school
2021,North Dakota,41.6,Less than high school
2021,North Dakota,35.9,Less than high school
2021,North Dakota,36.0,College graduate
2021,Nebraska,39.0,Some college or technical school
2021,Nebraska,33.9,Less than high school
2021,Nebraska,33.3,High school graduate
2021,Nebraska,38.8,College graduate
2021,Nebraska,33.2,Some college or technical school
2021,Nebraska,36.3,High school graduate
2021,Nebraska,39.8,Less than high school
2021,Nebraska,31.2,College graduate
2021,New Hampshire,36.2,High school graduate
2021,New Hampshire,31.9,Less than high school
2021,New Hampshire,32.1,Some college or technical school
2021,New Hampshire,32.9,Less than high school
2021,New Hampshire,26.3,College graduate
2021,New Hampshire,34.0,High school graduate
2021,New Hampshire,35.6,College graduate
2021,New Hampshire,35.1,Some college or technical school
2021,New Jersey,23.8,College graduate
2021,New Jersey,36.5,High school graduate
2021,New Jersey,39.4,Less than high school
2021,New Jersey,36.5,Some college or technical school
2021,New Jersey,37.8,College graduate
2021,New Jersey,29.7,High school graduate
2021,New Jersey,30.6,Less than high school
2021,New Jersey,32.4,Some college or technical school
2021,New Mexico,38.1,Some college or technical school
2021,New Mexico,36.7,High school graduate
2021,New Mexico,34.8,High school graduate
2021,New Mexico,25.1,College graduate
2021,New Mexico,36.6,Less than high school
2021,New Mexico,33.0,Some college or technical school
2021,New Mexico,38.9,Less than high school
2021,New Mexico,38.6,College graduate
2021,Nevada,31.7,High school graduate
2021,Nevada,35.6,High school graduate
2021,Nevada,35.3,Some college or technical school
2021,Nevada,23.1,College graduate
2021,Nevada,43.8,College graduate
2021,Nevada,33.1,Some college or technical school
2021,Nevada,25.9,Less than high school
2021,Nevada,41.3,Less than high school
2021,New York,35.0,Less than high school
2021,New York,32.5,High school graduate
2021,New York,36.6,Less than high school
2021,New York,34.4,College graduate
2021,New York,33.9,High school graduate
2021,New York,31.7,Some college or technical school
2021,New York,22.8,College graduate
2021,New York,34.3,Some college or technical school
2021,Ohio,39.7,High school graduate
2021,Ohio,34.5,College graduate
2021,Ohio,40.1,Some college or technical school
2021,Ohio,32.4,Some college or technical school
2021,Ohio,32.4,Less than high school
2021,Ohio,33.2,High school graduate
2021,Ohio,34.9,College graduate
2021,Ohio,33.5,Less than high school
2021,Oklahoma,30.9,High school graduate
2021,Oklahoma,31.3,Some college or technical school
2021,Oklahoma,36.2,College graduate
2021,Oklahoma,39.8,Less than high school
2021,Oklahoma,32.8,College graduate
2021,Oklahoma,41.3,High school graduate
2021,Oklahoma,42.4,Some college or technical school
2021,Oklahoma,31.8,Less than high school
2021,Oregon,32.2,Some college or technical school
2021,Oregon,37.5,High school graduate
2021,Oregon,30.0,High school graduate
2021,Oregon,33.5,Less than high school
2021,Oregon,35.7,College graduate
2021,Oregon,35.2,Less than high school
2021,Oregon,24.9,College graduate
2021,Oregon,34.7,Some college or technical school
2021,Pennsylvania,32.6,High school graduate
2021,Pennsylvania,32.1,Some college or technical school
2021,Pennsylvania,34.3,Less than high school
2021,Pennsylvania,36.1,Some college or technical school
2021,Pennsylvania,26.8,College graduate
2021,Pennsylvania,36.5,High school graduate
2021,Pennsylvania,26.6,Less than high school
2021,Pennsylvania,36.2,College graduate
2021,Puerto Rico,38.5,Some college or technical school
2021,Puerto Rico,36.4,Less than high school
2021,Puerto Rico,37.1,College graduate
2021,Puerto Rico,32.1,College graduate
2021,Puerto Rico,36.2,Some college or technical school
2021,Puerto Rico,37.8,High school graduate
2021,Puerto Rico,39.0,Less than high school
2021,Puerto Rico,34.4,High school graduate
2021,Rhode Island,34.9,High school graduate
2021,Rhode Island,39.9,College graduate
2021,Rhode Island,38.0,Less than high school
2021,Rhode Island,32.9,Some college or technical school
2021,Rhode Island,34.7,Less than high school
2021,Rhode Island,34.6,High school graduate
2021,Rhode Island,23.9,College graduate
2021,Rhode Island,30.7,Some college or technical school
2021,South Carolina,34.3,Some college or technical school
2021,South Carolina,30.2,Less than high school
2021,South Carolina,36.7,High school graduate
2021,South Carolina,32.7,College graduate
2021,South Carolina,38.2,College graduate
2021,South Carolina,39.9,Less than high school
2021,South Carolina,32.7,High school graduate
2021,South Carolina,37.1,Some college or technical school
2021,South Dakota,34.9,College graduate
2021,South Dakota,42.4,High school graduate
2021,South Dakota,36.8,Some college or technical school
2021,South Dakota,36.1,College graduate
2021,South Dakota,27.8,Less than high school
2021,South Dakota,30.8,High school graduate
2021,South Dakota,35.0,Some college or technical school
2021,Tennessee,37.4,College graduate
2021,Tennessee,35.0,Some college or technical school
2021,Tennessee,33.2,College graduate
2021,Tennessee,38.1,Less than high school
2021,Tennessee,36.9,High school graduate
2021,Tennessee,36.3,Some college or technical school
2021,Tennessee,33.1,Less than high school
2021,Tennessee,36.0,High school graduate
2021,Texas,44.5,Less than high school
2021,Texas,38.6,High school graduate
2021,Texas,28.3,College graduate
2021,Texas,37.1,Some college or technical school
2021,Texas,36.6,College graduate
2021,Texas,34.2,Some college or technical school
2021,Texas,31.5,High school graduate
2021,Texas,30.5,Less than high school
2021,National,35.6,Some college or technical school
2021,National,34.0,Some college or technical school
2021,National,35.5,High school graduate
2021,National,26.3,College graduate
2021,National,33.3,High school graduate
2021,National,36.3,College graduate
2021,National,33.6,Less than high school
2021,National,37.8,Less than high school
2021,Utah,26.7,College graduate
2021,Utah,30.5,High school graduate
2021,Utah,31.9,High school graduate
2021,Utah,32.4,Less than high school
2021,Utah,34.8,Less than high school
2021,Utah,32.9,Some college or technical school
2021,Utah,37.3,College graduate
2021,Utah,31.9,Some college or technical school
2021,Virginia,38.3,College graduate
2021,Virginia,39.1,Less than high school
2021,Virginia,38.1,Some college or technical school
2021,Virginia,38.4,High school graduate
2021,Virginia,27.0,College graduate
2021,Virginia,32.5,High school graduate
2021,Virginia,33.1,Some college or technical school
2021,Virginia,24.3,Less than high school
2021,Virgin Islands,33.0,Some college or technical school
2021,Virgin Islands,31.9,High school graduate
2021,Virgin Islands,33.4,Less than high school
2021,Virgin Islands,38.6,High school graduate
2021,Virgin Islands,39.0,College graduate
2021,Virgin Islands,34.4,College graduate
2021,Virgin Islands,28.4,Less than high school
2021,Virgin Islands,25.3,Some college or technical school
2021,Vermont,30.2,High school graduate
2021,Vermont,34.5,College graduate
2021,Vermont,22.4,College graduate
2021,Vermont,32.6,Some college or technical school
2021,Vermont,30.7,Some college or technical school
2021,Vermont,25.7,Less than high school
2021,Vermont,31.0,Less than high school
2021,Vermont,34.9,High school graduate
2021,Washington,33.6,Less than high school
2021,Washington,38.0,Less than high school
2021,Washington,35.4,High school graduate
2021,Washington,34.3,Some college or technical school
2021,Washington,22.3,College graduate
2021,Washington,35.9,College graduate
2021,Washington,32.4,High school graduate
2021,Washington,31.5,Some college or technical school
2021,Wisconsin,35.4,College graduate
2021,Wisconsin,36.7,Some college or technical school
2021,Wisconsin,34.4,High school graduate
2021,Wisconsin,27.1,College graduate
2021,Wisconsin,32.9,Less than high school
2021,Wisconsin,31.4,Less than high school
2021,Wisconsin,37.5,High school graduate
2021,Wisconsin,35.0,Some college or technical school
2021,West Virginia,40.3,Less than high school
2021,West Virginia,42.8,High school graduate
2021,West Virginia,41.2,Some college or technical school
2021,West Virginia,34.8,Some college or technical school
2021,West Virginia,35.4,College graduate
2021,West Virginia,27.2,Less than high school
2021,West Virginia,31.1,High school graduate
2021,West Virginia,37.8,College graduate
2021,Wyoming,35.0,High school graduate
2021,Wyoming,39.4,College graduate
2021,Wyoming,32.5,High school graduate
2021,Wyoming,26.9,College graduate
2021,Wyoming,38.0,Less than high school
2021,Wyoming,32.8,Some college or technical school
2021,Wyoming,38.8,Some college or technical school
2021,Wyoming,32.7,Less than high school
2022,Alaska,34.6,High school graduate
2022,Alaska,36.0,Some college or technical school
2022,Alaska,32.7,High school graduate
2022,Alaska,36.4,Less than high school
2022,Alaska,33.4,Less than high school
2022,Alaska,40.9,College graduate
2022,Alaska,24.1,College graduate
2022,Alabama,37.8,College graduate
2022,Alabama,32.3,Some college or technical school
2022,Alabama,36.3,College graduate
2022,Alabama,32.6,Less than high school
2022,Alabama,34.6,Less than high school
2022,Alabama,40.0,High school graduate
2022,Alabama,31.3,High school graduate
2022,Alabama,40.5,Some college or technical school
2022,Arkansas,39.3,Some college or technical school
2022,Arkansas,30.4,Less than high school
2022,Arkansas,33.1,Less than high school
2022,Arkansas,36.1,College graduate
2022,Arkansas,31.9,High school graduate
2022,Arkansas,37.4,College graduate
2022,Arkansas,33.2,Some college or technical school
2022,Arkansas,39.1,High school graduate
2022,Arizona,29.0,College graduate
2022,Arizona,33.5,High school graduate
2022,Arizona,38.3,Less than high school
2022,Arizona,34.9,Some college or technical school
2022,Arizona,34.2,Some college or technical school
2022,Arizona,28.9,Less than high school
2022,Arizona,36.7,College graduate
2022,Arizona,30.8,High school graduate
2022,California,37.0,College graduate
2022,California,35.8,Less than high school
2022,California,33.7,Some college or technical school
2022,California,32.0,Some college or technical school
2022,California,29.0,High school graduate
2022,California,36.7,Less than high school
2022,California,32.2,High school graduate
2022,Colorado,34.6,Some college or technical school
2022,Colorado,34.9,Less than high school
2022,Colorado,28.2,Some college or technical school
2022,Colorado,29.4,Less than high school
2022,Colorado,37.2,College graduate
2022,Colorado,27.8,High school graduate
2022,Colorado,34.2,High school graduate
2022,Connecticut,38.5,Less than high school
2022,Connecticut,33.8,High school graduate
2022,Connecticut,37.5,College graduate
2022,Connecticut,34.7,High school graduate
2022,Connecticut,34.8,Some college or technical school
2022,Connecticut,23.6,College graduate
2022,Connecticut,33.1,Some college or technical school
2022,Connecticut,35.7,Less than high school
2022,District of Columbia,35.9,Less than high school
2022,District of Columbia,41.3,High school graduate
2022,District of Columbia,28.7,Some college or technical school
2022,District of Columbia,32.7,College graduate
2022,District of Columbia,39.1,Less than high school
2022,District of Columbia,24.4,High school graduate
2022,District of Columbia,27.3,Some college or technical school
2022,Delaware,36.7,College graduate
2022,Delaware,33.2,Some college or technical school
2022,Delaware,37.3,High school graduate
2022,Delaware,33.3,High school graduate
2022,Delaware,29.4,Less than high school
2022,Delaware,35.6,College graduate
2022,Delaware,38.3,Some college or technical school
2022,Florida,34.1,High school graduate
2022,Florida,38.4,Less than high school
2022,Florida,32.9,Some college or technical school
2022,Florida,25.1,College graduate
2022,Florida,37.2,College graduate
2022,Florida,30.7,Less than high school
2022,Florida,35.5,Some college or technical school
2022,Florida,32.1,High school graduate
2022,Georgia,39.3,Some college or technical school
2022,Georgia,37.1,College graduate
2022,Georgia,28.0,High school graduate
2022,Georgia,40.9,Less than high school
2022,Georgia,30.3,College graduate
2022,Georgia,31.5,Some college or technical school
2022,Georgia,40.1,High school graduate
2022,Georgia,29.1,Less than high school
2022,Guam,41.5,Some college or technical school
2022,Guam,34.2,High school graduate
2022,Guam,38.8,College graduate
2022,Guam,28.1,College graduate
2022,Guam,44.3,Less than high school
2022,Guam,33.9,High school graduate
2022,Guam,25.2,Some college or technical school
2022,Hawaii,32.9,Less than high school
2022,Hawaii,35.3,Some college or technical school
2022,Hawaii,26.5,Some college or technical school
2022,Hawaii,31.9,High school graduate
2022,Hawaii,34.4,College graduate
2022,Hawaii,34.5,Less than high school
2022,Hawaii,29.6,High school graduate
2022,Iowa,39.2,High school graduate
2022,Iowa,33.1,Some college or technical school
2022,Iowa,31.3,High school graduate
2022,Iowa,37.6,Less than high school
2022,Iowa,31.9,College graduate
2022,Iowa,37.0,College graduate
2022,Iowa,40.0,Some college or technical school
2022,Iowa,37.0,Less than high school
2022,Idaho,28.1,College graduate
2022,Idaho,38.0,College graduate
2022,Idaho,33.2,Less than high school
2022,Idaho,35.1,Some college or technical school
2022,Idaho,35.8,Some college or technical school
2022,Idaho,32.9,High school graduate
2022,Idaho,40.6,Less than high school
2022,Idaho,33.4,High school graduate
2022,Illinois,26.5,Less than high school
2022,Illinois,32.2,High school graduate
2022,Illinois,35.5,College graduate
2022,Illinois,34.1,Some college or technical school
2022,Illinois,35.8,Some college or technical school
2022,Illinois,40.5,Less than high school
2022,Illinois,37.3,High school graduate
2022,Illinois,27.4,College graduate
2022,Indiana,40.9,Less than high school
2022,Indiana,32.8,High school graduate
2022,Indiana,37.7,High school graduate
2022,Indiana,35.7,College graduate
2022,Indiana,33.9,Some college or technical school
2022,Indiana,38.8,Some college or technical school
2022,Indiana,27.5,Less than high school
2022,Indiana,34.6,College graduate
2022,Kansas,34.0,Less than high school
2022,Kansas,37.3,Some college or technical school
2022,Kansas,36.9,College graduate
2022,Kansas,38.6,High school graduate
2022,Kansas,32.2,Some college or technical school
2022,Kansas,35.1,Less than high school
2022,Kansas,30.7,High school graduate
2022,Kansas,31.7,College graduate
2022,Kentucky,36.8,Less than high school
2022,Kentucky,31.6,College graduate
2022,Kentucky,36.6,College graduate
2022,Kentucky,34.5,Less than high school
2022,Kentucky,40.1,Some college or technical school
2022,Kentucky,32.9,Some college or technical school
2022,Kentucky,32.7,High school graduate
2022,Kentucky,40.9,High school graduate
2022,Louisiana,33.0,College graduate
2022,Louisiana,44.7,Less than high school
2022,Louisiana,31.5,Some college or technical school
2022,Louisiana,37.8,College graduate
2022,Louisiana,29.9,High school graduate
2022,Louisiana,41.2,Some college or technical school
2022,Louisiana,42.1,High school graduate
2022,Louisiana,25.9,Less than high school
2022,Massachusetts,31.5,High school graduate
2022,Massachusetts,37.5,Less than high school
2022,Massachusetts,33.2,Some college or technical school
2022,Massachusetts,22.4,College graduate
2022,Massachusetts,32.7,High school graduate
2022,Massachusetts,36.0,College graduate
2022,Massachusetts,30.0,Some college or technical school
2022,Massachusetts,30.2,Less than high school
2022,Maryland,26.9,College graduate
2022,Maryland,37.1,Some college or technical school
2022,Maryland,38.2,College graduate
2022,Maryland,31.9,Some college or technical school
2022,Maryland,30.9,High school graduate
2022,Maryland,37.6,High school graduate
2022,Maryland,35.9,Less than high school
2022,Maryland,35.8,Less than high school
2022,Maine,36.4,College graduate
2022,Maine,30.7,High school graduate
2022,Maine,32.1,Less than high school
2022,Maine,27.6,College graduate
2022,Maine,34.9,High school graduate
2022,Maine,37.0,Some college or technical school
2022,Maine,32.8,Less than high school
2022,Maine,32.1,Some college or technical school
